paper_id,preceding,target,trailing,url,Label,location,split
1208.353,"The file server stores the digitized newspaper images as jpeg, tiff, pdf or xml files (these are obtained from the NYPL after the OCR scanning process) – this is subjected to Extract, Transform and Load (ETL) operations using software developed in Java and XML and stored into a PostgreSQL database.","In addition to the storage of OCR data from the newspaper articles, the database is also capable of storing user registration information, version and change tracking as required (assuming the patrons of the archive may edit an article multiple times and add different annotations) and is indexed using Apache Lucene (http://lucene.apache.org/java/docs/index.html), which has an open-source Java-based indexing and search implementation as well as spellchecking, hit highlighting and advanced analysis/tokenization capabilities.","The components of the BODHI application include a user manager, article display, OCR corrector, tag (or annotation) collector and search and retrieval manager.",http://lucene.apache.org/java/docs/index.html,3.0,body,test
1208.353,"The components of the BODHI application include a user manager, article display, OCR corrector, tag (or annotation) collector and search and retrieval manager.",The prototype has been developed using Ruby-on-Rails and will be deployed using the Apache Phusion Passenger framework (http://www.modrails.com/).,,http://www.modrails.com/,3.0,body,test
1208.353,"The application utilizes Rails 3.1 (on Ruby 1.9.2), a Model-View-Controller framework to map rows from the PostgreSQL database into objects that may be utilized by the client.","The viewer extends the functionality of a JQuery plugin, called ImgAreaSelect (http://odyniec.net/projects/imgareaselect/examples.html), an open source independent project by Michael Wojciechowski.","This plugin provides useful functions for manipulating an image, such as selection of a specific area, customization of the behavior of the selection box (the dotted box shown in Figure 19) and functions that expose key events (such as moving the selection box).",http://odyniec.net/projects/imgareaselect/examples.html,3.0,body,test
1208.4122,,Python code implementing the Weighted EMPCA algorithm described here is available at https://github.com/sbailey/empca.,The current version implements the case of independent weights but not the more generalized case of off-diagonal covariances.,https://github.com/sbailey/empca,4.0,body,test
1208.4122,The algorithm has been demonstrated on toy data and QSO spectra from SDSS.,Code which implements this algorithm is available at https://github.com/sbailey/empca.,,https://github.com/sbailey/empca,4.0,body,train
1209.1576,"When necessary, it also lists caveats associated with the function.",This help is also available on the LSL webpage at http://fornax.phys.unm.edu/lwa/trac/wiki under the “Documentation” link.,,http://fornax.phys.unm.edu/lwa/trac/wiki,0.0,body,train
1209.1576,,"LSL and the three extensions mentioned in Section 3 are available under version two of the the GNU Public License for Linux, FreeBSD, and Mac OSX platforms at http://fornax.phys.unm.edu/lwa/trac/wiki.","This webpage also features a complete listing of the functions available in LSL, the current status of development of the module, and a ticket system for reporting bugs and requesting new features.",http://fornax.phys.unm.edu/lwa/trac/wiki,4.0,body,test
1209.2166,Computer Science Circles (CS Circles) is our way of filling this gap.,It is publicly available at http://cscircles.cemc.uwaterloo.ca,"Since opening in the fall of 2011, over 150,000 exercises have been completed on the site, by nearly 7000 registered users.",http://cscircles.cemc.uwaterloo.ca,0.0,body,test
1209.2166,"Initially they only offered JavaScript, but they now offer Python and other languages.","The second, Khan Academy (www.khanacademy.org/cs), has offered online interactive programming lessons in a dialect of JavaScript since August 2012; previously (since 2011) they offered videos on Python.",,www.khanacademy.org/cs,0.0,body,test
1209.2166,"Two other educational websites focus on interactive online programming enrichment in a more independent way, without university partnerships or certification processes.","The first, Codecademy (www.codecademy.com), was launched in October 2011.","Initially they only offered JavaScript, but they now offer Python and other languages.",www.codecademy.com,0.0,body,test
1209.2166,"CS Circles has little of this since we believe that it can be intimidating for beginners, especially when not all users have access to the same content and features.",Many of the sites we have mentioned use “gamification” features like points and badges (see also www.checkio.org),,www.checkio.org,0.0,body,test
1209.2166,Two other online interactive Python courses date back to 2011.,"The site pyschools.com offers 210 exercises arranged in 14 topics, but without overall narrative.",The groundbreaking “How to Think Like a Computer Scientist: Interactive Edition” [12] combines an in-browser Python interpreter (implemented in JavaScript) with Creative Commons-licensed material from Downey’s “Think Python” book [2].,pyschools.com,0.0,body,test
1209.2166,,"The year 2012 saw a proliferation of MOOCs (massive open online courses) and in particular, the first courses of the companies Coursera (coursera.org) and Udacity (udacity.com).","Two main distinctions between these platforms are that Coursera offers each course on a specific schedule, while Udacity allows open enrollment at any time; and that Coursera deals with the full range of university subjects, while Udacity is focused on the sciences, especially computer science.","coursera.org, udacity.com",0.0,body,test
1209.3516,We obtain a speedup of ×3.88 with SSE and ×6.59 with AVX.,These SSE and AVX kernels are available from https://bitbucket.org/rioyokota/exafmm-dev as P2P kernels in our FMM.,"In this code, predefined macros will detect the availability of AVX/SSE and turn them on if the compiler supports them.",https://bitbucket.org/rioyokota/exafmm-dev,4.0,body,test
1209.6398,Attempts to visit restricted content results in redirection to a site offering suggestions for state-sanctioned content.,"While the user appears to remain on the site they attempted to visit, the redirection is made within a frame to the private IP address 10.10.34.34 (See Figure 4, the results of a request for Facebook.com). 4",,Facebook.com,0.0,body,test
1209.6398,The results of this measurement are enumerated in Listing 9.,"Of the publicly accessible networks, 24 (89%) had at least one host that was able to connect to Iran.ir’s private IP address and 21 (77%) were able to connect to the Imam Reza International University.","For internal proxies, 13 were able to connect to Iran.ir and 6 could reach the university",Iran.ir,0.0,body,test
1209.6398,"Later we found that a selection of these domains would only properly resolve against an Iranian DNS, such as the public service of IRNIC, as demonstrated in Figure 11.","Revisiting this matter within a limited subset of domains revealed ‘blizz.ir’ is not the only instance of this phenomenon, with further examples found in the ‘isftak.ir’ and ‘geeges.co.ir’ domains.","Whether intentionally or unintentionally, the use of private addresses for DNS name-servers has the strong potential to interfere with normal Internet functions by impeding the global proliferation of route information.","blizz.ir, isftak.ir, geeges.co.ir",0.0,body,test
1209.6398,,At that time the Statistical Center of Iran had requested the public to report information such as income and property value via the site 'amar.org.ir.',"It was reported[8,2] then that the domain resolved to the IP address 10.10.33.40 and that the site self-reported 2 million visits.",amar.org.ir,0.0,body,test
1210.012,"We assembled reads, 140 on a species-by-species basis, into contigs using Velvet [27] and VelvetOptimiser.","Following assembly, we used a software package (https://github.com/faircloth-lab/phyluce) containing a custom Python program (match contigs to probes.py) integrating LASTZ [24] to align species-specific contigs to the set of probes/UCEs we used for enrichment while removing reciprocal and non-reciprocal duplicate hits from the data set.","During matching, this program creates a relational database of matches to UCE loci by taxon.",https://github.com/faircloth-lab/phyluce,3.0,body,test
1210.012,Gene tree-species tree methods enjoy some advantages over the analysis of concatenated data sets under certain conditions [32–34] but may also be sensitive to missing data [35] and to the resolution of individual gene trees [36].,"To minimize the number of unresolved gene tree topologies and maximize the number of topologies that overlapped in sampling the base of the actinopterygian tree, we selected a subset of the UCE contigs containing complete data for Polypterus and Acipenser and loci ≥ 50 bp, and we used this subset to estimate a species tree with CloudForest (https://github.com/ngcrawford/CloudForest), a parallel implementation of a workflow combining substitution model selection (identical to MrAIC 1.4.4 [29]) and genetree estimation using PhyML [37].",We estimated the species tree by summarizing gene trees using STAR [38–40].,https://github.com/ngcrawford/CloudForest,3.0,body,test
1210.012,"Contigs assembled from raw read data are available from Genbank (Accession #s: XXX - YYY) [We are in the process of submitting assembled genomic data to Genbank for archiving, which takes a bit of time given the total amount of data we are submitting].","Probe data, assembled contigs, alignments, and data sets we used for analysis are temporarily available from http://fish-phylogenomics.s3-website-us-east-1.amazonaws.com/ (we do not log accesses of this website).","Upon acceptance of this manuscript, we will make all assembled contigs, capture probes, alignments, and datasets available from
Dryad (http://datadryad.org). ",http://fish-phylogenomics.s3-website-us-east-1.amazonaws.com/,2.0,body,test
1210.012,"Probe data, assembled contigs, alignments, and data sets we used for analysis are temporarily available from http://fish-phylogenomics.s3-website-us-east-.amazonaws.com/ (we do not log accesses of this website).","Upon acceptance of this manuscript, we will make all assembled contigs, capture probes, alignments, and datasets available from
Dryad (http://datadryad.org). ",Protocols for library preparation and UCE enrichment are available under Creative Commons license from http://ultraconserved.org,http://datadryad.org,1.0,body,test
1210.012,"Upon acceptance of this manuscript, we will make all assembled contigs, capture probes, alignments, and datasets available from
Dryad (http://datadryad.org). ",Protocols for library preparation and UCE enrichment are available under Creative Commons license from http://ultraconserved.org,"Software used for the analysis of raw sequence data are available under BSD-style license from https://github.com/faircloth-lab/splitaake, https://github.com/faircloth-lab/illumiprocessor, and https://github.com/faircloth-lab/phyluce.",http://ultraconserved.org,0.0,body,test
1210.012,Protocols for library preparation and UCE enrichment are available under Creative Commons license from http://ultraconserved.org,"Software used for the analysis of raw sequence data are available under BSD-style license from https://github.com/faircloth-lab/splitaake, https://github.com/faircloth-lab/illumiprocessor, and https://github.com/faircloth-lab/phyluce.",,https://github.com/faircloth-lab/splitaake,4.0,body,test
1210.1095,,All supplementary material is available at: http://www.nada.kth.se/∼vezzi/publications/supplementary.pdf and http://cs.nyu.edu/mishra/PUBLICATIONS/12.supplementaryFRC.pdf,,http://www.nada.kth.se/∼vezzi/publications/supplementary.pdf,0.0,body,train
1210.2864,"Moreover, as technology shifts from Java towards JavaScript as client-side language, those systems may suffer from obsolesce.","There has been one attempt that we are aware of at implementing Prolog in JavaScript, JScriptLog (http://jlogic.sourceforge.net/), but it is an interpreter and is meant to be just a demonstrator, supporting only a subset of Prolog.",,http://jlogic.sourceforge.net/,3.0,body,test
1210.2864,,Examples and benchmark programs (including the Queens program of 8) are publicly available from http://cliplab.org/~jfran/ptojs.,,http://cliplab.org/~jfran/ptojs,4.0,body,test
1210.4095,Is is licensed under the GNU Lesser General Public License.,The latest version can be obtained from the program webpage at https://github.com/Vayu/PJFry/.,,https://github.com/Vayu/PJFry/,4.0,body,train
1210.5658,The resulting library can currently be found online at the following location: http://github.com/vladimirias/Foundations/.,There is also an HTML version of the library which can be found at Voevodsky’s web page http://www.math.ias.edu/~vladimir,"In addition to Voevodsky’s library, there is also a repository which is being developed by other researchers in homotopy type theory which can be found at http://github.com/HoTT/HoTT",http://www.math.ias.edu/~vladimir,0.0,body,test
1210.5658,There is also an HTML version of the library which can be found at Voevodsky’s web page http://www.math.ias.edu/~vladimir,"In addition to Voevodsky’s library, there is also a repository which is being developed by other researchers in homotopy type theory which can be found at http://github.com/HoTT/HoTT",Documentation on how to configure Coq for each of these libraries can be found on the respective websites.,http://github.com/HoTT/HoTT,3.0,body,test
1211.0074,,Software available at http://www.csie.ntu.edu.tw/~cjlin/libsvm.,,http://www.csie.ntu.edu.tw/~cjlin/libsvm,3.0,body,test
1211.4812,"For a total of 523 vectors, the main provider is Shazzer (291).",The full vector list is available at http://xss2.technomancie.net/vectors/,,http://xss2.technomancie.net/vectors/,1.0,body,test
1211.4907,,Github Identifier: https://github.com/luispedro/mahotas,,https://github.com/luispedro/mahotas,4.0,body,test
1211.7121,"Furthermore, it is to my knowledge the only catalogue that correctly stores and represents planets in an arbitrary star system (s- and p-type binaries, triple and quadruple star systems, etc).",The catalogue is hosted on github at https://github.com/hannorein/open_exoplanet_catalogue/.,,https://github.com/hannorein/open_exoplanet_catalogue/,2.0,body,test
1211.7121,The motivation came from the simple fact that I needed a catalogue of all discovered extra-solar planets but I was unhappy with existing catalogues.,"Some catalogues, for example http:// exoplanets.org (Wright et al. 2011) are updated only irregularly and often lag several weeks behind important discoveries.","Other websites, most importantly http:// exoplanet.eu (Schneider 2011), are usually updated very quickly after an announcement is made.",http://exoplanets.org,1.0,body,test
1211.7121,You can then push the repository to another publicly accessible or private computer (ssh access is enough to allow git to communicate).,A possibility worth looking into is the online platform http//github.com that was already mentioned above.,It is a free hosting service for git repositories.,http//github.com,0.0,body,test
1211.7121,"Some catalogues, for example http:// exoplanets.org (Wright et al. 2011) are updated only irregularly and often lag several weeks behind important discoveries.","Other websites, most importantly http:// exoplanet.eu (Schneider 2011), are usually updated very quickly after an announcement is made.",But there were several typos and other inconsistencies in the catalogue that I needed to keep track of and change manually after every update because there was no way for me to directly contribute to the database itself.,http://exoplanet.eu,1.0,body,test
1212.0447,"We also introduce a BioDIG-based website, MyDIG, which is being used to annotate images of Mycoplasma.",The MyDIG database: http://wan1.mbi.muohio.edu/dome,,http://wan1.mbi.muohio.edu/dome,2.0,body,test
1212.0447,The user could then run metrics to analyze the image and the tag data in a program rather than just by hand to increase the speed at which this data can be analyzed.,"For example to return information about image 52, a caller program can use the URL: http://wan1.mbi.muohio.edu/dome/images/getImageMetadata?imageKey=52",,http://wan1.mbi.muohio.edu/dome/images/getImageMetadata?imageKey=52,0.0,body,test
1301.0644,"This publication has been made possible by the participation of more than 200,000 volunteers in the Planet Hunters project.",Their contributions are individually acknowledged at http://www.planethunters.org/authors,,http://www.planethunters.org/authors,0.0,body,test
1301.1688,"Funding for the SDSS and SDSS-II has been provided by the Alfred P. Sloan Foundation, the Participating Institutions, the National Science Foundation, the U.S. Department of Energy, the National Aeronautics and Space Administration, the Japanese Monbukagakusho, the Max Planck Society, and the Higher Education Funding Council for England.",The SDSS Web Site is http://www.sdss.org.,The SDSS is managed by the Astrophysical Research Consortium for the Participating Institutions.,http://www.sdss.org/,0.0,body,test
1301.3794,"Proof of performance is given in the numerical results, where our eigensolver attacks the spherical resonant cavity and the 9-cell TESLA superconducting accelerator cavity.","The code used throughout this paper is open-sourced, and can be found at https://github.com/bauerca/maxwell.",,https://github.com/bauerca/maxwell,4.0,body,test
1301.3794,Eigensolver performance was demonstrated on the simple spherical cavity and the TESLA superconducting cavity,This eigensolver is open-sourced at https://github.com/bauerca/ maxwell.,,https://github.com/bauerca/ maxwell,4.0,body,test
1301.4566,"A simple IP solver that handles all of the examples, together with ADMM code used for the comparisons, is available through github.com/saravkin/.","The Lasso example was taken directly from http://www.stanford.edu/˜boyd/papers/admm/, and we implemented the other ADMM examples using this code as a template",,http://www.stanford.edu/˜boyd/papers/admm/,0.0,body,test
1301.4566,The SVM example turned out to be very interesting.,We downloaded the 9th Adult example from the SVM library at http://www.csie.ntu.edu.tw/~cjlin/libsvm/.,"The training set has 32561 examples, each with 123 features.",http://www.csie.ntu.edu.tw/~cjlin/libsvm/,3.0,body,test
